1.536300331354141235e-01,2.920390963554382324e-01,9.368668496608734131e-02,-5.945327281951904297e-01,2.498422861099243164e-01,-4.470380842685699463e-01,-5.854354500770568848e-01,1.898624934256076813e-03,-4.278631806373596191e-01,-6.021424531936645508e-01,-6.969335079193115234e-01,2.304361760616302490e-01,1.681043803691864014e-01,3.313136398792266846e-01,-5.596166849136352539e-01,-6.839486956596374512e-01,-4.886654019355773926e-01,5.579861998558044434e-02,7.708334922790527344e-01,2.831766307353973389e-01
-4.520832896232604980e-01,-7.764604091644287109e-01,-1.750589758157730103e-01,2.751314938068389893e-01,2.985371053218841553e-01,-1.927186101675033569e-01,1.707790046930313110e-01,9.123165905475616455e-02,-4.894883632659912109e-01,4.257987737655639648e-01,-2.316416352987289429e-01,-1.484868973493576050e-01,2.739817090332508087e-02,-4.468530714511871338e-01,2.706762850284576416e-01,-2.696961164474487305e-01,-1.081695854663848877e-01,4.923272132873535156e-02,-5.154406428337097168e-01,3.322057425975799561e-01
-9.796883910894393921e-02,3.475974798202514648e-01,1.007519125938415527e+00,4.406255185604095459e-01,9.892106056213378906e-02,-1.562045961618423462e-01,-9.444551467895507812e-01,2.633942365646362305e-01,2.630020957440137863e-03,5.108798742294311523e-01,3.369949460029602051e-01,1.682475954294204712e-01,3.900820314884185791e-01,1.100919097661972046e-01,1.613561064004898071e-02,9.892834424972534180e-01,4.644017517566680908e-01,-2.896248102188110352e-01,4.391336739063262939e-01,-8.214070200920104980e-01
6.121306121349334717e-02,-2.613378167152404785e-01,2.626130878925323486e-01,4.502010047435760498e-01,3.018805384635925293e-01,-2.067024707794189453e-01,1.543508470058441162e-01,-1.603569537401199341e-01,2.255425415933132172e-02,4.997354745864868164e-01,2.300458103418350220e-01,8.992024660110473633e-01,1.178286597132682800e-01,5.896899849176406860e-03,3.754586577415466309e-01,-1.709211245179176331e-02,5.259417742490768433e-02,1.727877408266067505e-01,-1.106528788805007935e-01,4.129259586334228516e-01
-8.209388703107833862e-02,-4.008671641349792480e-01,-3.400940820574760437e-02,-2.951294481754302979e-01,-3.733108639717102051e-01,-8.792772293090820312e-01,1.151700243353843689e-01,9.741452932357788086e-01,-1.715757995843887329e-01,4.222685396671295166e-01,9.692292660474777222e-02,-5.083138942718505859e-01,-7.885234951972961426e-01,-4.784454703330993652e-01,3.652011454105377197e-01,2.457278221845626831e-01,1.548423767089843750e-01,-6.160452961921691895e-01,-6.259988527745008469e-03,-3.199500963091850281e-02
1.839824393391609192e-02,-1.867212057113647461e-01,-4.116971790790557861e-01,-2.614927887916564941e-01,5.919979810714721680e-01,-1.058849468827247620e-01,1.291901022195816040e-01,2.398684620857238770e-01,1.037420034408569336e-01,-3.450883924961090088e-01,3.513026237487792969e-02,6.563500761985778809e-01,-1.297596395015716553e-01,1.879283338785171509e-01,-9.006316065788269043e-01,-6.978265047073364258e-01,-1.612091660499572754e-01,-2.833678200840950012e-02,2.611204981803894043e-01,2.768218815326690674e-01
2.771177291870117188e-01,-1.099422723054885864e-01,3.527617827057838440e-02,-5.458438992500305176e-01,-5.356384068727493286e-02,-6.781566739082336426e-01,-1.221213191747665405e-01,4.284539818763732910e-01,-5.649747848510742188e-01,4.463246464729309082e-02,1.019046306610107422e-01,-1.289177238941192627e-01,2.115633338689804077e-01,7.771396636962890625e-01,3.743343949317932129e-01,-4.908038675785064697e-02,-3.858383297920227051e-01,2.879557609558105469e-01,-3.726533055305480957e-01,-5.388134121894836426e-01
-1.059392094612121582e-01,-1.425126800313591957e-03,1.537296473979949951e-01,-4.903549849987030029e-01,3.758099377155303955e-01,-3.250945806503295898e-01,-4.244098961353302002e-01,4.153896570205688477e-01,-1.348286867141723633e-01,1.666995435953140259e-01,2.712260186672210693e-01,2.003389410674571991e-02,-2.719812989234924316e-01,-2.401690930128097534e-01,-6.527314782142639160e-01,-8.260869979858398438e-01,4.102380014955997467e-03,-4.254663884639739990e-01,5.721130222082138062e-02,7.754638195037841797e-01
-3.304469585418701172e-01,2.152950763702392578e-01,-1.158299967646598816e-01,8.093582093715667725e-02,-7.011148333549499512e-02,6.997252702713012695e-01,2.698901295661926270e-01,-4.209740757942199707e-01,4.653643369674682617e-01,-5.896303057670593262e-01,3.802202939987182617e-01,4.304101318120956421e-02,1.016989871859550476e-01,1.066261529922485352e-01,-3.404243290424346924e-01,-3.710597157478332520e-01,3.078018128871917725e-01,-4.476732611656188965e-01,-7.674308419227600098e-01,3.794264197349548340e-01
-5.448787808418273926e-01,4.559955373406410217e-02,1.250915527343750000e-01,3.811870515346527100e-01,3.038681149482727051e-01,2.763406932353973389e-01,2.935617975890636444e-02,-3.197974860668182373e-01,9.143329262733459473e-01,-2.424677312374114990e-01,-1.227249354124069214e-01,-1.061331331729888916e-01,-2.938327491283416748e-01,-1.004758384078741074e-02,-3.496836721897125244e-01,-7.688178867101669312e-02,2.715283632278442383e-01,-6.645278334617614746e-01,5.438995547592639923e-03,-3.733981028199195862e-02
