4.770328979492187500e+02,-2.785273132324218750e+02,-1.205675735473632812e+02,7.682431030273437500e+01,3.292559204101562500e+02,-1.123144287109375000e+03,-6.436339111328125000e+02,3.615579528808593750e+02,1.484501552581787109e+01,3.784559631347656250e+02
-2.988525390625000000e+02,1.536590423583984375e+02,-1.297139358520507812e+01,-4.223534545898437500e+02,-4.024733886718750000e+02,5.067646789550781250e+02,1.242041244506835938e+02,-8.993977355957031250e+01,-5.616244506835937500e+02,-5.699739990234375000e+02
-2.938922309875488281e+01,1.751878204345703125e+02,-3.544871902465820312e+01,1.951776504516601562e+01,1.782079467773437500e+02,-1.112143783569335938e+02,3.065283508300781250e+02,2.725208435058593750e+02,1.034105453491210938e+02,7.198252868652343750e+01
4.893103408813476562e+01,6.554977416992187500e+01,-2.032150421142578125e+02,2.246252288818359375e+02,-5.428665161132812500e+02,2.726402282714843750e+02,5.240669250488281250e+01,-4.104769515991210938e+01,-3.398794860839843750e+02,-3.151203918457031250e+02
-4.159771347045898438e+01,-3.392532348632812500e+01,-2.704342956542968750e+02,-5.932205200195312500e+02,1.849034881591796875e+02,1.376500244140625000e+02,2.840653991699218750e+02,2.269198760986328125e+02,3.690825500488281250e+02,-3.789991760253906250e+02
1.099687004089355469e+01,-9.143067169189453125e+01,-1.345109863281250000e+02,1.139103012084960938e+02,-2.010297203063964844e+01,-6.206541137695312500e+02,-4.257315979003906250e+02,-7.721971893310546875e+01,1.194386291503906250e+02,-1.046511230468750000e+02
1.497283172607421875e+02,-5.515981445312500000e+02,2.793574905395507812e+01,-9.131940307617187500e+02,-4.693798828125000000e+02,-4.145983123779296875e+01,2.668059692382812500e+02,3.380621337890625000e+02,-2.156748352050781250e+02,-6.652525024414062500e+02
1.315391693115234375e+02,5.907572021484375000e+02,-1.739219665527343750e+02,-9.080451202392578125e+01,9.941350097656250000e+02,-5.937352294921875000e+02,-1.085883422851562500e+03,-1.003658447265625000e+02,8.988806152343750000e+01,-1.965670776367187500e+02
-8.914970703125000000e+02,1.291584930419921875e+02,5.091170959472656250e+02,3.174025573730468750e+02,-3.921472549438476562e+01,3.942705383300781250e+02,-8.608684082031250000e+02,-1.012998596191406250e+03,4.060408630371093750e+02,-1.877319641113281250e+02
-3.228574829101562500e+02,8.324247741699218750e+01,5.953406982421875000e+02,1.099451141357421875e+02,-3.071765708923339844e+01,-2.531604766845703125e+02,-1.754532470703125000e+02,-3.067247009277343750e+02,4.173941955566406250e+02,1.868874511718750000e+02
